0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
-270.5354309082031,72.5779037475586,36.939964294433594,0.05680130049586296,5.353790283203125,-1.8877613544464111,-2.0121848583221436,-3.5055124759674072,-1.821433186531067,-0.6444586515426636,5.3190717697143555,-1.9020472764968872,2.5676522254943848,1277.5469970703125,0.48496559262275696,0.4105958342552185,0.34345775842666626,0.33756622672080994,0.3076571822166443,0.3006540834903717,0.33416086435317993,0.4188833236694336,0.4652557373046875,0.4471607208251953,0.516775369644165,0.5422515273094177,21.042419130815112,14.513647979117188,16.640401740095946,17.50317246266538,17.754113044769344,18.003116295459666,15.460178571281059,1272
-271.0553283691406,68.17835998535156,30.0571346282959,3.30731463432312,19.599390029907227,-0.06945040076971054,-8.572312355041504,-4.146793365478516,0.09363601356744766,-0.1376531720161438,1.4790639877319336,-0.8439064621925354,2.9863076210021973,1386.693603515625,0.3998399078845978,0.29514238238334656,0.2701135277748108,0.23086103796958923,0.22810450196266174,0.27198782563209534,0.3147276043891907,0.3622719943523407,0.35772469639778137,0.4188220202922821,0.5403600931167603,0.5693433284759521,22.923891220592477,16.94199081267219,19.137140978117685,17.2592767724092,18.71946949512778,17.83251302764226,16.078231893484052,1272
-267.69793701171875,52.863182067871094,35.2579231262207,6.276248455047607,14.78093433380127,-1.774905800819397,-5.186495780944824,-4.499793529510498,-4.772737503051758,-1.0317676067352295,0.5142034888267517,-0.33357587456703186,1.9006328582763672,1686.8935546875,0.37505918741226196,0.3197527527809143,0.297014445066452,0.3023149073123932,0.3032469153404236,0.29237714409828186,0.310688316822052,0.3618968427181244,0.43726015090942383,0.49319303035736084,0.4767037332057953,0.4357820451259613,22.268537898721114,16.65284424156844,18.748828961833148,16.979601282507723,18.250888168010107,18.07706103857965,15.669238723690322,1272
-269.6700744628906,73.80855560302734,28.6302547454834,4.266740322113037,18.755882263183594,-5.0743088722229,-6.990407466888428,-4.917826175689697,-0.5312996506690979,-3.885986328125,2.225443124771118,1.1480062007904053,-0.2161879539489746,1466.0518798828125,0.3965296149253845,0.3843787610530853,0.33643612265586853,0.3307911157608032,0.32962509989738464,0.30879077315330505,0.3149189352989197,0.3523350954055786,0.4300932288169861,0.45299726724624634,0.47025248408317566,0.46049636602401733,21.583966327342612,15.108462823478634,18.628956067798285,17.184334668333406,19.039082068564564,17.899908668394488,15.768269524418315,1272
-274.92205810546875,60.07441329956055,32.0716552734375,0.8256915807723999,16.412425994873047,-1.4793490171432495,-8.771347045898438,-1.9199942350387573,-1.6942849159240723,2.1363682746887207,-0.29957038164138794,-0.790980339050293,-1.1952232122421265,1643.685791015625,0.34006670117378235,0.32301995158195496,0.3158586621284485,0.3165763020515442,0.3151417374610901,0.30949774384498596,0.3430040180683136,0.43846237659454346,0.5096547603607178,0.5145528316497803,0.5156012177467346,0.4238992929458618,21.718505460811976,16.015398764089685,17.873689571346453,16.70554680634248,18.534601021577352,18.456285110004096,15.77301538682088,1272
-273.3005676269531,61.09858322143555,32.80036926269531,1.558834195137024,18.893693923950195,0.3538692891597748,-7.597165584564209,-2.1323370933532715,-4.416621685028076,4.045132160186768,2.6122686862945557,1.096172571182251,1.8317515850067139,1555.4482421875,0.38567793369293213,0.3306910991668701,0.31503063440322876,0.32957538962364197,0.2636238634586334,0.25075870752334595,0.3132801651954651,0.3940097987651825,0.49677568674087524,0.4760419726371765,0.48503464460372925,0.4737716615200043,21.361663690378816,15.916585684213196,18.395646341894345,16.563617468816034,18.4392557884779,18.0249566438807,15.71154484316412,1272
-293.1455993652344,66.99532318115234,41.44186782836914,7.272961139678955,12.907916069030762,0.6761752963066101,-1.139796495437622,-4.703494548797607,-2.1536855697631836,-3.5526223182678223,1.1021325588226318,1.8767077922821045,0.3605876863002777,1636.3983154296875,0.4287773072719574,0.4207040071487427,0.36456793546676636,0.3438977897167206,0.345657616853714,0.34057989716529846,0.41790857911109924,0.49516692757606506,0.49941569566726685,0.4541581869125366,0.44799062609672546,0.45407634973526,21.30762518906913,14.669762847401504,17.88509514349151,16.806958628420606,18.715255541509038,17.276272700551274,15.874323033764409,1272
-297.78753662109375,60.509544372558594,27.521869659423828,8.179616928100586,12.253384590148926,-7.137175559997559,-2.8982081413269043,1.8906439542770386,0.6934650540351868,0.5513714551925659,3.8858258724212646,1.069655179977417,1.1707618236541748,1472.5728759765625,0.450702965259552,0.3761337101459503,0.3444967269897461,0.33030009269714355,0.31476029753685,0.3169689476490021,0.33208996057510376,0.3988696336746216,0.4988759160041809,0.5081605315208435,0.4841056764125824,0.5193827748298645,21.033280544701416,15.679322029979394,17.680394582127924,17.050414711128102,18.70176867741421,17.99868574724268,15.51946703703433,1272
-313.1688232421875,48.36720657348633,22.660335540771484,7.26814079284668,16.276151657104492,-1.5620498657226562,-4.406701564788818,0.45955055952072144,2.7609288692474365,3.6167359352111816,1.8127952814102173,2.1584291458129883,2.2064361572265625,1864.310791015625,0.38757696747779846,0.3110073506832123,0.31669577956199646,0.356207013130188,0.32824134826660156,0.33561351895332336,0.374810129404068,0.44741538166999817,0.48443087935447693,0.4917064607143402,0.5153875946998596,0.5033956170082092,20.29760396453323,15.353096524412075,17.219122669283927,16.55050029046746,18.719595969338354,17.938317168455516,15.604766033662605,1272
-265.6211853027344,67.35724639892578,30.41981315612793,9.941425323486328,13.94915771484375,-1.8473049402236938,-5.367959976196289,-3.8132784366607666,-2.011525869369507,-2.7678167819976807,1.7992472648620605,2.932410478591919,-0.03625664487481117,1532.3826904296875,0.33640456199645996,0.3276076018810272,0.2995283305644989,0.2833709716796875,0.2827521860599518,0.3125561475753784,0.3640154302120209,0.4290162920951843,0.45037463307380676,0.4754457175731659,0.49326613545417786,0.3969675600528717,22.29548346232679,16.169317518809223,18.618031592426714,17.028316413241164,18.941600109670876,17.8343473233426,15.749255967606192,1272
